ratio e_15 p_15 M M_0 r_star spin Omega_K I J/M^2 
1.00000 1.71200 0.50165 1.82353 2.10342 10.89936 0.0 13667.4 0.00000 0.00000 
1.00000 1.72000 0.50672 1.82624 2.10722 10.89074 0.0 13693.8 0.00000 0.00000 
1.00000 1.72800 0.51181 1.82889 2.11095 10.88212 0.0 13720.0 0.00000 0.00000 
1.00000 1.73600 0.51692 1.83148 2.11460 10.87347 0.0 13746.1 0.00000 0.00000 
1.00000 1.74400 0.52205 1.83406 2.11824 10.86491 0.0 13772.0 0.00000 0.00000 
1.00000 1.75200 0.52720 1.83660 2.12182 10.85637 0.0 13797.8 0.00000 0.00000 
1.00000 1.76000 0.53237 1.83907 2.12531 10.84780 0.0 13823.5 0.00000 0.00000 
1.00000 1.76800 0.53756 1.84153 2.12879 10.83931 0.0 13849.0 0.00000 0.00000 
1.00000 1.77600 0.54277 1.84393 2.13218 10.83079 0.0 13874.3 0.00000 0.00000 
1.00000 1.78400 0.54800 1.84632 2.13556 10.82236 0.0 13899.5 0.00000 0.00000 
1.00000 1.79200 0.55325 1.84864 2.13885 10.81389 0.0 13924.6 0.00000 0.00000 
1.00000 1.80000 0.55851 1.85096 2.14213 10.80550 0.0 13949.5 0.00000 0.00000 
1.00000 1.80800 0.56380 1.85321 2.14533 10.79707 0.0 13974.4 0.00000 0.00000 
1.00000 1.81600 0.56911 1.85543 2.14849 10.78869 0.0 13999.0 0.00000 0.00000 
1.00000 1.82400 0.57443 1.85764 2.15162 10.78037 0.0 14023.5 0.00000 0.00000 
1.00000 1.83200 0.57978 1.85979 2.15468 10.77203 0.0 14048.0 0.00000 0.00000 
1.00000 1.84000 0.58515 1.86191 2.15770 10.76372 0.0 14072.3 0.00000 0.00000 
1.00000 1.84800 0.59053 1.86402 2.16071 10.75547 0.0 14096.4 0.00000 0.00000 
1.00000 1.85600 0.59593 1.86607 2.16363 10.74720 0.0 14120.4 0.00000 0.00000 
1.00000 1.86400 0.60135 1.86809 2.16652 10.73896 0.0 14144.3 0.00000 0.00000 
1.00000 1.87200 0.60679 1.87009 2.16938 10.73075 0.0 14168.1 0.00000 0.00000 
1.00000 1.88000 0.61225 1.87206 2.17220 10.72257 0.0 14191.8 0.00000 0.00000 
1.00000 1.88800 0.61773 1.87400 2.17497 10.71442 0.0 14215.3 0.00000 0.00000 
1.00000 1.89600 0.62323 1.87590 2.17770 10.70627 0.0 14238.8 0.00000 0.00000 
1.00000 1.90400 0.62874 1.87778 2.18039 10.69816 0.0 14262.1 0.00000 0.00000 
1.00000 1.91200 0.63428 1.87962 2.18304 10.69007 0.0 14285.3 0.00000 0.00000 
1.00000 1.92000 0.63983 1.88234 2.18692 10.68406 0.0 14306.3 0.00000 0.00000 
1.00000 1.92800 0.64540 1.88412 2.18947 10.67599 0.0 14329.3 0.00000 0.00000 
1.00000 1.93600 0.65099 1.88587 2.19200 10.66796 0.0 14352.2 0.00000 0.00000 
1.00000 1.94400 0.65659 1.88761 2.19450 10.65999 0.0 14374.9 0.00000 0.00000 
1.00000 1.95200 0.66222 1.88933 2.19698 10.65205 0.0 14397.4 0.00000 0.00000 
1.00000 1.96000 0.66786 1.89103 2.19943 10.64417 0.0 14419.9 0.00000 0.00000 
1.00000 1.96800 0.67352 1.89271 2.20186 10.63632 0.0 14442.2 0.00000 0.00000 
1.00000 1.97600 0.67920 1.89437 2.20427 10.62852 0.0 14464.4 0.00000 0.00000 
1.00000 1.98400 0.68489 1.89497 2.20518 10.61841 0.0 14488.9 0.00000 0.00000 
1.00000 1.99200 0.69061 1.89655 2.20746 10.61057 0.0 14510.9 0.00000 0.00000 
1.00000 2.00000 0.69634 1.89829 2.21000 10.60379 0.0 14531.2 0.00000 0.00000 
1.00000 2.00800 0.70209 1.89981 2.21219 10.59603 0.0 14552.9 0.00000 0.00000 
1.00000 2.01600 0.70785 1.90110 2.21407 10.58719 0.0 14576.5 0.00000 0.00000 
1.00000 2.02400 0.71363 1.90258 2.21621 10.57945 0.0 14598.1 0.00000 0.00000 
1.00000 2.03200 0.71943 1.90403 2.21832 10.57174 0.0 14619.6 0.00000 0.00000 
1.00000 2.04000 0.72525 1.90556 2.22055 10.56492 0.0 14639.4 0.00000 0.00000 
1.00000 2.04800 0.73109 1.90696 2.22258 10.55733 0.0 14660.5 0.00000 0.00000 
1.00000 2.05600 0.73694 1.90823 2.22443 10.54873 0.0 14683.6 0.00000 0.00000 
1.00000 2.06400 0.74280 1.90962 2.22648 10.54184 0.0 14703.3 0.00000 0.00000 
1.00000 2.07200 0.74869 1.91096 2.22842 10.53434 0.0 14724.0 0.00000 0.00000 
1.00000 2.08000 0.75459 1.91229 2.23033 10.52688 0.0 14744.6 0.00000 0.00000 
1.00000 2.08800 0.76051 1.91350 2.23215 10.51905 0.0 14766.1 0.00000 0.00000 
1.00000 2.09600 0.76644 1.91478 2.23400 10.51165 0.0 14786.5 0.00000 0.00000 
1.00000 2.10400 0.77239 1.91602 2.23582 10.50341 0.0 14808.9 0.00000 0.00000 
1.00000 2.11200 0.77836 1.91720 2.23755 10.49654 0.0 14827.9 0.00000 0.00000 
1.00000 2.12000 0.78434 1.91842 2.23931 10.48923 0.0 14847.9 0.00000 0.00000 
1.00000 2.12800 0.79034 1.91954 2.24100 10.48156 0.0 14868.8 0.00000 0.00000 
1.00000 2.13600 0.79636 1.92073 2.24270 10.47431 0.0 14888.6 0.00000 0.00000 
1.00000 2.14400 0.80239 1.92203 2.24462 10.46650 0.0 14910.4 0.00000 0.00000 
1.00000 2.15200 0.80844 1.92295 2.24598 10.45952 0.0 14928.9 0.00000 0.00000 
1.00000 2.16000 0.81450 1.92426 2.24790 10.45183 0.0 14950.4 0.00000 0.00000 
1.00000 2.16800 0.82058 1.92511 2.24915 10.44484 0.0 14968.8 0.00000 0.00000 
1.00000 2.17600 0.82668 1.92641 2.25107 10.43727 0.0 14990.1 0.00000 0.00000 
1.00000 2.18400 0.83279 1.92720 2.25222 10.43029 0.0 15008.3 0.00000 0.00000 
1.00000 2.19200 0.83892 1.92850 2.25414 10.42282 0.0 15029.3 0.00000 0.00000 
1.00000 2.20000 0.84506 1.92922 2.25519 10.41585 0.0 15047.3 0.00000 0.00000 
1.00000 2.20800 0.85122 1.93052 2.25712 10.40848 0.0 15068.3 0.00000 0.00000 
1.00000 2.21600 0.85740 1.93146 2.25852 10.40126 0.0 15087.7 0.00000 0.00000 
1.00000 2.22400 0.86359 1.93247 2.26000 10.39423 0.0 15106.8 0.00000 0.00000 
1.00000 2.23200 0.86979 1.93338 2.26135 10.38707 0.0 15126.0 0.00000 0.00000 
