ratio e_15 p_15 M M_0 r_star spin Omega_K I J/M^2 
0.67267 1.40400 0.32297 1.98566 2.25515 13.55249 8171.8 10214.7 2.55788 0.60322 
0.67281 1.41200 0.32718 1.99065 2.26182 13.53565 8195.5 10244.3 2.56314 0.60318 
0.67295 1.42000 0.33142 1.99556 2.26839 13.51888 8219.1 10273.8 2.56825 0.60314 
0.67309 1.42800 0.33568 2.00037 2.27482 13.50209 8242.5 10303.1 2.57316 0.60311 
0.67323 1.43600 0.33996 2.00512 2.28119 13.48546 8265.8 10332.2 2.57795 0.60307 
0.67338 1.44400 0.34427 2.00979 2.28746 13.46888 8288.9 10361.1 2.58260 0.60303 
0.67352 1.45200 0.34860 2.01438 2.29364 13.45237 8311.9 10389.8 2.58710 0.60300 
0.67366 1.46000 0.35296 2.01890 2.29972 13.43592 8334.8 10418.3 2.59145 0.60296 
0.67381 1.46800 0.35734 2.02332 2.30568 13.41944 8357.5 10446.8 2.59562 0.60294 
0.67395 1.47600 0.36174 2.02769 2.31157 13.40310 8380.0 10475.0 2.59970 0.60291 
0.67410 1.48400 0.36617 2.03199 2.31738 13.38682 8402.4 10503.0 2.60362 0.60287 
0.67425 1.49200 0.37061 2.03619 2.32306 13.37052 8424.7 10530.9 2.60736 0.60284 
0.67440 1.50000 0.37509 2.04034 2.32868 13.35436 8446.8 10558.6 2.61100 0.60281 
0.67455 1.50800 0.37958 2.04440 2.33419 13.33820 8468.8 10586.2 2.61447 0.60278 
0.67470 1.51600 0.38410 2.04841 2.33962 13.32214 8490.7 10613.5 2.61782 0.60275 
0.67485 1.52400 0.38864 2.05235 2.34498 13.30617 8512.4 10640.7 2.62105 0.60271 
0.67500 1.53200 0.39320 2.05631 2.35037 13.29051 8533.9 10667.5 2.62431 0.60266 
0.67515 1.54000 0.39779 2.06013 2.35557 13.27471 8555.4 10694.3 2.62730 0.60263 
0.67531 1.54800 0.40239 2.06385 2.36064 13.25885 8576.8 10721.0 2.63012 0.60260 
0.67546 1.55600 0.40702 2.06754 2.36569 13.24317 8598.0 10747.5 2.63289 0.60257 
0.67562 1.56400 0.41168 2.07114 2.37062 13.22745 8619.1 10774.0 2.63549 0.60255 
0.67577 1.57200 0.41635 2.07468 2.37546 13.21178 8640.1 10800.2 2.63798 0.60253 
0.67592 1.58000 0.42105 2.07818 2.38025 13.19624 8661.0 10826.3 2.64038 0.60250 
0.67608 1.58800 0.42577 2.08161 2.38497 13.18076 8681.7 10852.3 2.64269 0.60247 
0.67623 1.59600 0.43051 2.08497 2.38957 13.16525 8702.3 10878.1 2.64484 0.60245 
0.67639 1.60400 0.43527 2.08829 2.39414 13.14991 8722.8 10903.8 2.64694 0.60243 
0.67654 1.61200 0.44005 2.09155 2.39863 13.13461 8743.2 10929.3 2.64892 0.60241 
0.67669 1.62000 0.44486 2.09473 2.40301 13.11929 8763.5 10954.7 2.65076 0.60239 
0.67685 1.62800 0.44969 2.09788 2.40735 13.10412 8783.7 10979.9 2.65254 0.60237 
0.67700 1.63600 0.45454 2.10097 2.41163 13.08902 8803.8 11005.0 2.65421 0.60235 
0.67716 1.64400 0.45941 2.10401 2.41584 13.07400 8823.7 11029.9 2.65580 0.60233 
0.67731 1.65200 0.46430 2.10700 2.41997 13.05904 8843.6 11054.7 2.65728 0.60232 
0.67746 1.66000 0.46921 2.10990 2.42400 13.04406 8863.3 11079.4 2.65862 0.60230 
0.67762 1.66800 0.47414 2.11278 2.42799 13.02923 8883.0 11103.9 2.65991 0.60229 
0.67777 1.67600 0.47910 2.11561 2.43191 13.01447 8902.5 11128.2 2.66111 0.60227 
0.67792 1.68400 0.48408 2.11839 2.43577 12.99978 8921.9 11152.4 2.66222 0.60225 
0.67808 1.69200 0.48907 2.12111 2.43957 12.98515 8941.2 11176.5 2.66324 0.60223 
0.67823 1.70000 0.49409 2.12379 2.44330 12.97058 8960.3 11200.5 2.66419 0.60222 
0.67838 1.70800 0.49913 2.12640 2.44692 12.95598 8979.4 11224.4 2.66501 0.60221 
0.67853 1.71600 0.50419 2.12898 2.45053 12.94153 8998.4 11248.1 2.66578 0.60219 
0.67869 1.72400 0.50927 2.13151 2.45407 12.92714 9017.2 11271.7 2.66648 0.60217 
0.67884 1.73200 0.51436 2.13400 2.45755 12.91281 9035.9 11295.1 2.66710 0.60216 
0.67899 1.74000 0.51948 2.13645 2.46097 12.89854 9054.6 11318.4 2.66765 0.60214 
0.67914 1.74800 0.52462 2.13885 2.46434 12.88433 9073.1 11341.6 2.66813 0.60213 
0.67930 1.75600 0.52978 2.14122 2.46765 12.87018 9091.6 11364.7 2.66853 0.60211 
0.67945 1.76400 0.53496 2.14353 2.47091 12.85610 9109.9 11387.7 2.66886 0.60210 
0.67960 1.77200 0.54016 2.14578 2.47407 12.84199 9128.2 11410.6 2.66908 0.60209 
0.67975 1.78000 0.54538 2.14802 2.47721 12.82803 9146.3 11433.4 2.66928 0.60208 
0.67990 1.78800 0.55062 2.15021 2.48030 12.81413 9164.4 11456.0 2.66941 0.60207 
0.68006 1.79600 0.55588 2.15236 2.48334 12.80030 9182.4 11478.4 2.66946 0.60205 
0.68021 1.80400 0.56116 2.15448 2.48632 12.78654 9200.2 11500.8 2.66946 0.60204 
0.68035 1.81200 0.56645 2.15655 2.48925 12.77286 9218.0 11523.0 2.66940 0.60203 
0.68050 1.82000 0.57177 2.15859 2.49212 12.75923 9235.7 11545.1 2.66926 0.60202 
0.68065 1.82800 0.57711 2.16058 2.49495 12.74565 9253.3 11567.1 2.66907 0.60201 
0.68080 1.83600 0.58246 2.16254 2.49772 12.73215 9270.7 11589.0 2.66882 0.60199 
0.68095 1.84400 0.58783 2.16446 2.50044 12.71870 9288.1 11610.8 2.66851 0.60198 
0.68110 1.85200 0.59323 2.16635 2.50311 12.70532 9305.4 11632.4 2.66815 0.60197 
0.68125 1.86000 0.59864 2.16817 2.50570 12.69191 9322.6 11654.1 2.66769 0.60197 
0.68139 1.86800 0.60407 2.16999 2.50828 12.67865 9339.7 11675.5 2.66722 0.60196 
0.68154 1.87600 0.60952 2.17177 2.51081 12.66545 9356.8 11696.9 2.66669 0.60195 
0.68169 1.88400 0.61499 2.17352 2.51330 12.65230 9373.7 11718.1 2.66612 0.60194 
0.68183 1.89200 0.62048 2.17523 2.51574 12.63922 9390.6 11739.2 2.66549 0.60193 
0.68198 1.90000 0.62598 2.17692 2.51814 12.62620 9407.3 11760.2 2.66482 0.60192 
0.68212 1.90800 0.63151 2.17857 2.52050 12.61324 9424.1 11781.1 2.66409 0.60191 
0.68227 1.91600 0.63705 2.18019 2.52282 12.60034 9440.7 11801.9 2.66332 0.60190 
0.68241 1.92400 0.64261 2.18178 2.52510 12.58750 9457.3 11822.6 2.66250 0.60190 
0.68255 1.93200 0.64819 2.18334 2.52733 12.57472 9473.8 11843.2 2.66164 0.60189 
0.68270 1.94000 0.65379 2.18487 2.52953 12.56201 9490.2 11863.6 2.66074 0.60188 
0.68284 1.94800 0.65940 2.18638 2.53168 12.54935 9506.5 11884.0 2.65979 0.60188 
0.68298 1.95600 0.66504 2.18782 2.53375 12.53667 9522.8 11904.4 2.65876 0.60188 
0.68312 1.96400 0.67069 2.18926 2.53583 12.52413 9539.0 11924.5 2.65772 0.60187 
0.68326 1.97200 0.67636 2.19067 2.53786 12.51166 9555.1 11944.6 2.65664 0.60187 
0.68340 1.98000 0.68204 2.19205 2.53984 12.49924 9571.1 11964.6 2.65552 0.60186 
0.68354 1.98800 0.68775 2.19341 2.54179 12.48689 9587.0 11984.4 2.65435 0.60185 
0.68367 1.99600 0.69347 2.19473 2.54370 12.47459 9602.8 12004.1 2.65315 0.60185 
0.68381 2.00400 0.69921 2.19603 2.54556 12.46236 9618.6 12023.8 2.65191 0.60184 
0.68395 2.01200 0.70497 2.19730 2.54739 12.45018 9634.2 12043.3 2.65063 0.60183 
0.68409 2.02000 0.71074 2.19854 2.54918 12.43807 9649.8 12062.8 2.64931 0.60182 
0.68422 2.02800 0.71653 2.19976 2.55094 12.42601 9665.3 12082.1 2.64796 0.60182 
0.68435 2.03600 0.72234 2.20095 2.55266 12.41402 9680.8 12101.4 2.64658 0.60181 
0.68449 2.04400 0.72817 2.20212 2.55435 12.40208 9696.1 12120.5 2.64516 0.60181 
0.68462 2.05200 0.73401 2.20326 2.55600 12.39019 9711.4 12139.6 2.64371 0.60180 
0.68476 2.06000 0.73987 2.20438 2.55762 12.37836 9726.6 12158.6 2.64223 0.60179 
0.68489 2.06800 0.74574 2.20548 2.55921 12.36658 9741.8 12177.5 2.64072 0.60179 
0.68502 2.07600 0.75164 2.20655 2.56076 12.35486 9756.8 12196.3 2.63918 0.60178 
0.68516 2.08400 0.75755 2.20757 2.56224 12.34311 9771.9 12215.1 2.63757 0.60178 
0.68529 2.09200 0.76347 2.20860 2.56374 12.33149 9786.8 12233.7 2.63597 0.60178 
0.68542 2.10000 0.76941 2.20961 2.56520 12.31993 9801.7 12252.2 2.63435 0.60177 
0.68555 2.10800 0.77537 2.21059 2.56664 12.30842 9816.5 12270.7 2.63269 0.60177 
0.68568 2.11600 0.78135 2.21155 2.56804 12.29697 9831.3 12289.0 2.63102 0.60176 
0.68581 2.12400 0.78734 2.21250 2.56942 12.28556 9846.0 12307.3 2.62931 0.60176 
0.68594 2.13200 0.79335 2.21342 2.57076 12.27421 9860.6 12325.5 2.62758 0.60176 
0.68607 2.14000 0.79937 2.21432 2.57208 12.26291 9875.1 12343.6 2.62583 0.60175 
0.68619 2.14800 0.80541 2.21520 2.57336 12.25167 9889.6 12361.6 2.62405 0.60175 
0.68632 2.15600 0.81147 2.21606 2.57462 12.24047 9904.0 12379.5 2.62225 0.60174 
0.68645 2.16400 0.81754 2.21690 2.57585 12.22933 9918.3 12397.4 2.62043 0.60174 
0.68657 2.17200 0.82363 2.21772 2.57706 12.21824 9932.6 12415.2 2.61859 0.60173 
0.68670 2.18000 0.82973 2.21852 2.57823 12.20720 9946.8 12432.9 2.61672 0.60173 
0.68682 2.18800 0.83585 2.21930 2.57938 12.19622 9960.9 12450.5 2.61483 0.60173 
0.68695 2.19600 0.84199 2.22006 2.58049 12.18528 9974.9 12468.0 2.61292 0.60172 
0.68707 2.20400 0.84814 2.22080 2.58158 12.17440 9988.9 12485.5 2.61099 0.60172 
0.68720 2.21200 0.85431 2.22153 2.58264 12.16356 10002.8 12502.9 2.60904 0.60171 
0.68732 2.22000 0.86049 2.22223 2.58368 12.15278 10016.6 12520.1 2.60707 0.60170 
0.68745 2.22800 0.86669 2.22292 2.58469 12.14205 10030.4 12537.4 2.60508 0.60170 
0.68757 2.23600 0.87290 2.22356 2.58563 12.13129 10044.1 12554.6 2.60303 0.60170 
0.68769 2.24400 0.87913 2.22421 2.58659 12.12066 10057.8 12571.7 2.60100 0.60170 
0.68781 2.25200 0.88537 2.22485 2.58753 12.11008 10071.4 12588.6 2.59896 0.60169 
0.68793 2.26000 0.89163 2.22547 2.58845 12.09955 10084.9 12605.5 2.59690 0.60169 
0.68805 2.26800 0.89791 2.22607 2.58934 12.08907 10098.4 12622.4 2.59483 0.60168 
0.68817 2.27600 0.90420 2.22666 2.59021 12.07864 10111.8 12639.1 2.59274 0.60168 
0.68829 2.28400 0.91050 2.22724 2.59106 12.06826 10125.2 12655.8 2.59063 0.60167 
0.68841 2.29200 0.91682 2.22780 2.59189 12.05794 10138.5 12672.4 2.58851 0.60167 
0.68853 2.30000 0.92315 2.22834 2.59269 12.04765 10151.7 12688.9 2.58638 0.60167 
0.68864 2.30800 0.92950 2.22887 2.59347 12.03741 10164.9 12705.3 2.58422 0.60166 
0.68876 2.31600 0.93587 2.22938 2.59424 12.02722 10178.1 12721.7 2.58206 0.60166 
0.68888 2.32400 0.94225 2.22988 2.59498 12.01707 10191.2 12738.0 2.57988 0.60166 
0.68899 2.33200 0.94864 2.23037 2.59570 12.00696 10204.2 12754.2 2.57769 0.60165 
0.68911 2.34000 0.95505 2.23084 2.59640 11.99690 10217.2 12770.4 2.57548 0.60165 
0.68922 2.34800 0.96147 2.23129 2.59709 11.98689 10230.1 12786.5 2.57326 0.60164 
0.68934 2.35600 0.96790 2.23174 2.59775 11.97692 10243.0 12802.5 2.57103 0.60164 
0.68945 2.36400 0.97435 2.23216 2.59839 11.96699 10255.8 12818.5 2.56879 0.60163 
0.68956 2.37200 0.98082 2.23258 2.59901 11.95710 10268.5 12834.4 2.56654 0.60163 
0.68968 2.38000 0.98730 2.23298 2.59961 11.94726 10281.2 12850.2 2.56428 0.60162 
0.68979 2.38800 0.99379 2.23337 2.60019 11.93746 10293.8 12866.0 2.56200 0.60162 
0.68990 2.39600 1.00030 2.23374 2.60075 11.92770 10306.3 12881.7 2.55972 0.60161 
0.69001 2.40400 1.00682 2.23410 2.60129 11.91799 10318.8 12897.3 2.55742 0.60161 
0.69012 2.41200 1.01335 2.23445 2.60182 11.90832 10331.3 12912.9 2.55510 0.60160 
0.69023 2.42000 1.01990 2.23475 2.60227 11.89861 10343.7 12928.4 2.55274 0.60160 
0.69034 2.42800 1.02647 2.23508 2.60276 11.88903 10356.0 12943.9 2.55041 0.60160 
0.69045 2.43600 1.03304 2.23539 2.60322 11.87949 10368.3 12959.2 2.54806 0.60159 
0.69056 2.44400 1.03963 2.23568 2.60367 11.86998 10380.5 12974.5 2.54571 0.60158 
0.69067 2.45200 1.04623 2.23597 2.60410 11.86053 10392.7 12989.7 2.54335 0.60157 
0.69078 2.46000 1.05285 2.23624 2.60451 11.85113 10404.8 13004.8 2.54098 0.60157 
0.69088 2.46800 1.05948 2.23651 2.60491 11.84176 10416.8 13019.9 2.53860 0.60156 
0.69099 2.47600 1.06613 2.23676 2.60529 11.83244 10428.8 13034.9 2.53621 0.60155 
0.69110 2.48400 1.07278 2.23700 2.60565 11.82316 10440.8 13049.9 2.53382 0.60154 
0.69120 2.49200 1.07945 2.23722 2.60599 11.81392 10452.7 13064.7 2.53142 0.60153 
0.69131 2.50000 1.08614 2.23744 2.60632 11.80473 10464.6 13079.5 2.52901 0.60153 
0.69141 2.50800 1.09283 2.23765 2.60664 11.79558 10476.4 13094.3 2.52659 0.60152 
0.69152 2.51600 1.09955 2.23785 2.60693 11.78646 10488.1 13109.0 2.52416 0.60151 
0.69162 2.52400 1.10627 2.23803 2.60722 11.77739 10499.8 13123.6 2.52173 0.60150 
0.69172 2.53200 1.11301 2.23821 2.60748 11.76836 10511.5 13138.1 2.51930 0.60149 
0.69182 2.54000 1.11976 2.23838 2.60774 11.75937 10523.1 13152.6 2.51685 0.60148 
0.69193 2.54800 1.12652 2.23853 2.60798 11.75042 10534.7 13167.0 2.51440 0.60147 
0.69203 2.55600 1.13329 2.23868 2.60820 11.74150 10546.2 13181.4 2.51195 0.60147 
0.69213 2.56400 1.14008 2.23882 2.60841 11.73263 10557.7 13195.7 2.50948 0.60146 
0.69223 2.57200 1.14688 2.23895 2.60861 11.72380 10569.1 13210.0 2.50702 0.60145 
0.69233 2.58000 1.15370 2.23906 2.60879 11.71500 10580.5 13224.2 2.50455 0.60144 
0.69243 2.58800 1.16052 2.23917 2.60895 11.70624 10591.8 13238.3 2.50207 0.60143 
0.69253 2.59600 1.16736 2.23925 2.60907 11.69744 10603.1 13252.5 2.49955 0.60142 
0.69262 2.60400 1.17422 2.23934 2.60921 11.68875 10614.4 13266.5 2.49707 0.60141 
0.69272 2.61200 1.18108 2.23942 2.60934 11.68010 10625.6 13280.4 2.49458 0.60140 
0.69282 2.62000 1.18796 2.23949 2.60945 11.67148 10636.7 13294.4 2.49208 0.60139 
0.69292 2.62800 1.19485 2.23956 2.60956 11.66290 10647.8 13308.2 2.48958 0.60138 
0.69301 2.63600 1.20175 2.23961 2.60965 11.65436 10658.9 13322.0 2.48708 0.60137 
0.69311 2.64400 1.20866 2.23966 2.60972 11.64585 10669.9 13335.7 2.48458 0.60136 
0.69321 2.65200 1.21559 2.23970 2.60979 11.63738 10680.8 13349.4 2.48207 0.60135 
0.69330 2.66000 1.22253 2.23973 2.60984 11.62895 10691.7 13363.1 2.47956 0.60133 
0.69340 2.66800 1.22948 2.23976 2.60988 11.62055 10702.6 13376.6 2.47704 0.60132 
0.69349 2.67600 1.23644 2.23977 2.60991 11.61218 10713.4 13390.2 2.47452 0.60131 
