ratio e_15 p_15 M M_0 r_star spin Omega_K I J/M^2 
0.74027 0.66000 0.04902 0.94652 0.99833 14.39337 4596.4 6566.0 0.95936 0.56005 
0.73961 0.66800 0.05063 0.96346 1.01735 14.37588 4645.2 6636.4 0.98356 0.56005 
0.73896 0.67600 0.05227 0.98027 1.03628 14.35898 4693.5 6705.5 1.00764 0.56001 
0.73834 0.68400 0.05393 0.99695 1.05509 14.34241 4741.1 6773.5 1.03159 0.55993 
0.73777 0.69200 0.05563 1.01349 1.07379 14.32614 4788.1 6840.5 1.05538 0.55980 
0.73721 0.70000 0.05736 1.02991 1.09241 14.31029 4834.6 6906.3 1.07909 0.55964 
0.73667 0.70800 0.05912 1.04622 1.11093 14.29462 4880.5 6971.5 1.10277 0.55948 
0.73615 0.71600 0.06091 1.06246 1.12942 14.27899 4925.7 7036.4 1.12658 0.55936 
0.73564 0.72400 0.06273 1.07862 1.14787 14.26344 4970.2 7100.8 1.15048 0.55925 
0.73512 0.73200 0.06458 1.09468 1.16626 14.24828 5014.3 7164.5 1.17441 0.55917 
0.73460 0.74000 0.06645 1.11060 1.18452 14.23364 5058.3 7226.8 1.19815 0.55910 
0.73412 0.74800 0.06836 1.12635 1.20263 14.21904 5101.7 7288.3 1.22164 0.55898 
0.73368 0.75600 0.07030 1.14193 1.22056 14.20427 5144.5 7348.9 1.24487 0.55882 
0.73329 0.76400 0.07227 1.15734 1.23835 14.18924 5186.6 7408.9 1.26784 0.55862 
0.73293 0.77200 0.07427 1.17258 1.25599 14.17408 5228.1 7468.3 1.29059 0.55839 
0.73260 0.78000 0.07630 1.18766 1.27348 14.15893 5269.1 7526.9 1.31312 0.55814 
0.73229 0.78800 0.07836 1.20259 1.29083 14.14377 5309.7 7584.9 1.33545 0.55789 
0.73199 0.79600 0.08045 1.21737 1.30805 14.12863 5349.8 7642.2 1.35760 0.55763 
0.73171 0.80400 0.08257 1.23201 1.32513 14.11347 5389.3 7699.0 1.37961 0.55738 
0.73144 0.81200 0.08471 1.24652 1.34211 14.09846 5428.5 7755.2 1.40150 0.55714 
0.73117 0.82000 0.08689 1.26087 1.35894 14.08342 5467.3 7810.8 1.42320 0.55691 
0.73092 0.82800 0.08910 1.27507 1.37563 14.06845 5505.8 7865.7 1.44468 0.55669 
0.73068 0.83600 0.09134 1.28910 1.39216 14.05344 5543.9 7920.0 1.46589 0.55645 
0.73047 0.84400 0.09361 1.30296 1.40852 14.03834 5581.6 7973.6 1.48682 0.55621 
0.73027 0.85200 0.09591 1.31665 1.42472 14.02313 5618.8 8026.6 1.50747 0.55595 
0.73010 0.86000 0.09824 1.33017 1.44074 14.00782 5655.6 8079.2 1.52784 0.55569 
0.72995 0.86800 0.10060 1.34352 1.45659 13.99241 5692.0 8131.1 1.54793 0.55541 
0.72982 0.87600 0.10298 1.35670 1.47229 13.97691 5727.9 8182.6 1.56777 0.55514 
0.72969 0.88400 0.10540 1.36972 1.48782 13.96139 5763.6 8233.5 1.58734 0.55486 
0.72958 0.89200 0.10785 1.38258 1.50319 13.94585 5798.9 8283.9 1.60663 0.55458 
0.72948 0.90000 0.11033 1.39527 1.51840 13.93023 5833.8 8333.8 1.62566 0.55431 
0.72940 0.90800 0.11283 1.40781 1.53345 13.91462 5868.5 8383.1 1.64443 0.55404 
0.72932 0.91600 0.11537 1.42019 1.54834 13.89903 5902.8 8432.0 1.66296 0.55377 
0.72924 0.92400 0.11794 1.43243 1.56310 13.88338 5936.8 8480.5 1.68131 0.55352 
0.72917 0.93200 0.12053 1.44453 1.57772 13.86779 5970.4 8528.6 1.69949 0.55329 
0.72910 0.94000 0.12316 1.45650 1.59220 13.85227 6003.8 8576.4 1.71750 0.55308 
0.72903 0.94800 0.12581 1.46833 1.60656 13.83675 6036.8 8623.8 1.73533 0.55288 
0.72897 0.95600 0.12849 1.48001 1.62076 13.82121 6069.6 8670.7 1.75294 0.55269 
0.72890 0.96400 0.13121 1.49153 1.63481 13.80568 6102.1 8717.1 1.77026 0.55251 
0.72886 0.97200 0.13395 1.50289 1.64867 13.79005 6134.4 8763.1 1.78727 0.55232 
0.72883 0.98000 0.13672 1.51409 1.66237 13.77429 6166.3 8808.7 1.80398 0.55212 
0.72881 0.98800 0.13952 1.52513 1.67590 13.75847 6197.9 8853.8 1.82037 0.55192 
0.72880 0.99600 0.14235 1.53600 1.68925 13.74261 6229.2 8898.5 1.83646 0.55172 
0.72881 1.00400 0.14520 1.54671 1.70242 13.72666 6260.1 8942.8 1.85226 0.55151 
0.72882 1.01200 0.14809 1.55727 1.71544 13.71065 6290.8 8986.7 1.86777 0.55130 
0.72884 1.02000 0.15100 1.56767 1.72829 13.69459 6321.2 9030.2 1.88302 0.55110 
0.72887 1.02800 0.15395 1.57793 1.74098 13.67851 6351.3 9073.4 1.89798 0.55089 
0.72891 1.03600 0.15692 1.58804 1.75352 13.66239 6381.2 9116.1 1.91268 0.55069 
0.72895 1.04400 0.15992 1.59801 1.76590 13.64623 6410.8 9158.6 1.92711 0.55048 
0.72900 1.05200 0.16295 1.60784 1.77813 13.63005 6440.1 9200.6 1.94128 0.55028 
0.72906 1.06000 0.16601 1.61752 1.79020 13.61386 6469.3 9242.3 1.95519 0.55009 
0.72912 1.06800 0.16909 1.62707 1.80212 13.59768 6498.2 9283.6 1.96884 0.54990 
0.72919 1.07600 0.17220 1.63647 1.81389 13.58149 6526.9 9324.6 1.98221 0.54970 
0.72926 1.08400 0.17535 1.64573 1.82550 13.56528 6555.3 9365.2 1.99533 0.54952 
0.72934 1.09200 0.17852 1.65485 1.83695 13.54907 6583.5 9405.5 2.00819 0.54933 
0.72942 1.10000 0.18171 1.66384 1.84826 13.53285 6611.5 9445.5 2.02079 0.54915 
0.72950 1.10800 0.18494 1.67267 1.85939 13.51656 6639.3 9485.2 2.03311 0.54897 
0.72959 1.11600 0.18819 1.68139 1.87040 13.50035 6666.8 9524.5 2.04522 0.54879 
0.72969 1.12400 0.19147 1.68999 1.88127 13.48412 6694.1 9563.5 2.05710 0.54862 
0.72979 1.13200 0.19478 1.69846 1.89200 13.46790 6721.2 9602.3 2.06876 0.54845 
0.72989 1.14000 0.19812 1.70680 1.90260 13.45169 6748.1 9640.8 2.08020 0.54828 
0.73000 1.14800 0.20148 1.71502 1.91305 13.43552 6774.7 9678.9 2.09142 0.54812 
0.73010 1.15600 0.20487 1.72313 1.92337 13.41937 6801.2 9716.8 2.10242 0.54797 
0.73021 1.16400 0.20829 1.73111 1.93357 13.40323 6827.5 9754.5 2.11322 0.54782 
0.73032 1.17200 0.21173 1.73898 1.94362 13.38711 6853.5 9791.8 2.12380 0.54768 
0.73044 1.18000 0.21520 1.74672 1.95354 13.37102 6879.4 9828.9 2.13415 0.54754 
0.73055 1.18800 0.21870 1.75435 1.96332 13.35496 6905.1 9865.6 2.14427 0.54740 
0.73067 1.19600 0.22223 1.76186 1.97297 13.33893 6930.7 9902.1 2.15417 0.54727 
0.73079 1.20400 0.22578 1.76925 1.98248 13.32291 6956.0 9938.2 2.16385 0.54714 
0.73092 1.21200 0.22936 1.77653 1.99186 13.30690 6981.2 9974.2 2.17330 0.54700 
0.73104 1.22000 0.23296 1.78369 2.00110 13.29091 7006.1 10009.8 2.18253 0.54687 
0.73118 1.22800 0.23659 1.79074 2.01022 13.27495 7030.9 10045.1 2.19154 0.54674 
0.73131 1.23600 0.24025 1.79766 2.01918 13.25895 7055.6 10080.3 2.20033 0.54663 
0.73145 1.24400 0.24393 1.80450 2.02804 13.24303 7080.0 10115.1 2.20894 0.54651 
0.73158 1.25200 0.24764 1.81123 2.03678 13.22713 7104.3 10149.7 2.21736 0.54639 
0.73173 1.26000 0.25138 1.81785 2.04540 13.21125 7128.4 10184.1 2.22558 0.54627 
0.73187 1.26800 0.25514 1.82437 2.05391 13.19539 7152.3 10218.3 2.23360 0.54615 
0.73202 1.27600 0.25893 1.83079 2.06228 13.17955 7176.1 10252.2 2.24143 0.54604 
0.73217 1.28400 0.26274 1.83711 2.07054 13.16375 7199.7 10285.8 2.24908 0.54593 
0.73232 1.29200 0.26658 1.84333 2.07869 13.14798 7223.1 10319.3 2.25654 0.54582 
0.73247 1.30000 0.27045 1.84945 2.08671 13.13225 7246.3 10352.5 2.26382 0.54571 
0.73262 1.30800 0.27434 1.85547 2.09462 13.11656 7269.4 10385.5 2.27090 0.54561 
0.73278 1.31600 0.27825 1.86139 2.10241 13.10091 7292.3 10418.2 2.27781 0.54550 
0.73293 1.32400 0.28220 1.86722 2.11009 13.08530 7315.1 10450.7 2.28454 0.54540 
0.73309 1.33200 0.28616 1.87296 2.11766 13.06974 7337.7 10483.0 2.29110 0.54530 
0.73325 1.34000 0.29015 1.87861 2.12512 13.05422 7360.2 10515.0 2.29749 0.54520 
0.73341 1.34800 0.29417 1.88417 2.13247 13.03875 7382.5 10546.9 2.30372 0.54511 
0.73357 1.35600 0.29821 1.88961 2.13969 13.02323 7404.7 10578.6 2.30975 0.54503 
0.73373 1.36400 0.30227 1.89499 2.14683 13.00784 7426.8 10610.0 2.31565 0.54494 
0.73389 1.37200 0.30636 1.90029 2.15386 12.99248 7448.7 10641.3 2.32139 0.54485 
0.73406 1.38000 0.31048 1.90549 2.16079 12.97715 7470.4 10672.3 2.32697 0.54476 
0.73422 1.38800 0.31462 1.91062 2.16762 12.96187 7492.0 10703.1 2.33241 0.54468 
0.73439 1.39600 0.31878 1.91566 2.17435 12.94663 7513.4 10733.8 2.33769 0.54459 
0.73455 1.40400 0.32297 1.92063 2.18098 12.93143 7534.7 10764.2 2.34283 0.54451 
0.73472 1.41200 0.32718 1.92551 2.18752 12.91628 7555.8 10794.5 2.34782 0.54443 
0.73489 1.42000 0.33142 1.93031 2.19395 12.90117 7576.8 10824.6 2.35266 0.54435 
0.73506 1.42800 0.33568 1.93504 2.20029 12.88611 7597.7 10854.4 2.35736 0.54427 
0.73523 1.43600 0.33996 1.93969 2.20654 12.87111 7618.4 10884.1 2.36193 0.54420 
0.73540 1.44400 0.34427 1.94426 2.21270 12.85615 7639.1 10913.6 2.36635 0.54412 
0.73556 1.45200 0.34860 1.94877 2.21876 12.84126 7659.6 10942.9 2.37066 0.54405 
0.73573 1.46000 0.35296 1.95319 2.22474 12.82640 7680.0 10972.0 2.37481 0.54398 
0.73590 1.46800 0.35734 1.95755 2.23062 12.81161 7700.2 11001.0 2.37884 0.54392 
0.73607 1.47600 0.36174 1.96183 2.23641 12.79686 7720.4 11029.7 2.38274 0.54385 
0.73624 1.48400 0.36617 1.96605 2.24212 12.78218 7740.4 11058.2 2.38652 0.54379 
0.73641 1.49200 0.37061 1.97016 2.24770 12.76747 7760.3 11086.7 2.39013 0.54373 
0.73658 1.50000 0.37509 1.97424 2.25323 12.75289 7780.1 11114.9 2.39366 0.54367 
0.73675 1.50800 0.37958 1.97825 2.25868 12.73838 7799.8 11142.9 2.39708 0.54361 
0.73691 1.51600 0.38410 1.98220 2.26405 12.72392 7819.3 11170.8 2.40038 0.54356 
0.73708 1.52400 0.38864 1.98608 2.26933 12.70952 7838.8 11198.4 2.40357 0.54350 
0.73725 1.53200 0.39320 1.98989 2.27454 12.69518 7858.1 11225.9 2.40665 0.54345 
0.73742 1.54000 0.39779 1.99365 2.27967 12.68089 7877.3 11253.3 2.40962 0.54340 
0.73758 1.54800 0.40239 1.99734 2.28472 12.66666 7896.4 11280.5 2.41249 0.54335 
0.73775 1.55600 0.40702 2.00098 2.28970 12.65249 7915.4 11307.5 2.41526 0.54330 
0.73792 1.56400 0.41168 2.00455 2.29460 12.63837 7934.3 11334.4 2.41793 0.54326 
0.73808 1.57200 0.41635 2.00807 2.29943 12.62431 7953.0 11361.1 2.42051 0.54321 
0.73825 1.58000 0.42105 2.01152 2.30418 12.61030 7971.6 11387.8 2.42298 0.54317 
0.73842 1.58800 0.42577 2.01493 2.30885 12.59635 7990.1 11414.2 2.42536 0.54313 
0.73858 1.59600 0.43051 2.01827 2.31346 12.58245 8008.5 11440.5 2.42765 0.54308 
0.73875 1.60400 0.43527 2.02156 2.31800 12.56860 8026.8 11466.7 2.42984 0.54304 
0.73891 1.61200 0.44005 2.02479 2.32247 12.55481 8044.9 11492.7 2.43195 0.54301 
0.73908 1.62000 0.44486 2.02797 2.32687 12.54108 8063.0 11518.6 2.43397 0.54297 
0.73925 1.62800 0.44969 2.03110 2.33120 12.52740 8081.0 11544.3 2.43590 0.54293 
0.73941 1.63600 0.45454 2.03415 2.33543 12.51370 8098.8 11570.0 2.43770 0.54290 
0.73957 1.64400 0.45941 2.03718 2.33963 12.50014 8116.6 11595.4 2.43946 0.54287 
0.73974 1.65200 0.46430 2.04016 2.34377 12.48663 8134.3 11620.7 2.44114 0.54284 
0.73990 1.66000 0.46921 2.04308 2.34784 12.47318 8151.9 11645.9 2.44273 0.54281 
0.74006 1.66800 0.47414 2.04596 2.35184 12.45978 8169.4 11670.9 2.44423 0.54278 
0.74023 1.67600 0.47910 2.04879 2.35579 12.44645 8186.8 11695.7 2.44566 0.54275 
0.74039 1.68400 0.48408 2.05157 2.35966 12.43316 8204.1 11720.4 2.44700 0.54273 
0.74055 1.69200 0.48907 2.05429 2.36347 12.41993 8221.3 11745.0 2.44826 0.54270 
0.74071 1.70000 0.49409 2.05698 2.36723 12.40675 8238.4 11769.4 2.44944 0.54267 
0.74087 1.70800 0.49913 2.05961 2.37091 12.39363 8255.4 11793.7 2.45054 0.54264 
0.74103 1.71600 0.50419 2.06220 2.37454 12.38056 8272.3 11817.8 2.45157 0.54262 
0.74119 1.72400 0.50927 2.06475 2.37811 12.36756 8289.1 11841.8 2.45253 0.54259 
0.74135 1.73200 0.51436 2.06725 2.38163 12.35461 8305.9 11865.7 2.45341 0.54257 
0.74151 1.74000 0.51948 2.06971 2.38508 12.34172 8322.6 11889.4 2.45422 0.54255 
0.74166 1.74800 0.52462 2.07213 2.38848 12.32889 8339.2 11913.0 2.45496 0.54253 
0.74182 1.75600 0.52978 2.07451 2.39183 12.31612 8355.7 11936.4 2.45564 0.54251 
0.74198 1.76400 0.53496 2.07684 2.39512 12.30340 8372.1 11959.7 2.45625 0.54249 
0.74214 1.77200 0.54016 2.07913 2.39835 12.29074 8388.5 11982.9 2.45679 0.54247 
0.74229 1.78000 0.54538 2.08138 2.40153 12.27813 8404.7 12006.0 2.45727 0.54245 
0.74245 1.78800 0.55062 2.08359 2.40465 12.26558 8420.9 12028.9 2.45768 0.54243 
0.74260 1.79600 0.55588 2.08576 2.40772 12.25306 8437.0 12051.7 2.45802 0.54241 
0.74276 1.80400 0.56116 2.08786 2.41069 12.24050 8452.9 12074.5 2.45825 0.54239 
0.74291 1.81200 0.56645 2.08995 2.41365 12.22809 8468.7 12097.1 2.45847 0.54237 
0.74307 1.82000 0.57177 2.09200 2.41656 12.21573 8484.5 12119.5 2.45863 0.54235 
0.74322 1.82800 0.57711 2.09402 2.41943 12.20342 8500.2 12141.9 2.45873 0.54233 
0.74338 1.83600 0.58246 2.09600 2.42224 12.19116 8515.8 12164.1 2.45878 0.54231 
0.74353 1.84400 0.58783 2.09794 2.42500 12.17895 8531.3 12186.2 2.45878 0.54229 
0.74368 1.85200 0.59323 2.09985 2.42772 12.16680 8546.7 12208.2 2.45871 0.54227 
0.74383 1.86000 0.59864 2.10173 2.43039 12.15470 8562.1 12230.1 2.45860 0.54225 
0.74399 1.86800 0.60407 2.10357 2.43302 12.14265 8577.4 12251.9 2.45844 0.54223 
0.74414 1.87600 0.60952 2.10538 2.43560 12.13066 8592.6 12273.5 2.45824 0.54222 
0.74429 1.88400 0.61499 2.10715 2.43814 12.11871 8607.7 12295.1 2.45798 0.54220 
0.74444 1.89200 0.62048 2.10890 2.44063 12.10682 8622.7 12316.5 2.45767 0.54218 
0.74459 1.90000 0.62598 2.11061 2.44308 12.09498 8637.7 12337.8 2.45732 0.54217 
0.74474 1.90800 0.63151 2.11229 2.44549 12.08318 8652.6 12359.1 2.45693 0.54215 
0.74489 1.91600 0.63705 2.11394 2.44786 12.07144 8667.4 12380.2 2.45648 0.54213 
0.74504 1.92400 0.64261 2.11556 2.45018 12.05975 8682.2 12401.2 2.45599 0.54212 
0.74518 1.93200 0.64819 2.11715 2.45246 12.04809 8696.8 12422.1 2.45545 0.54210 
0.74533 1.94000 0.65379 2.11870 2.45470 12.03649 8711.4 12442.9 2.45487 0.54208 
0.74548 1.94800 0.65940 2.12023 2.45690 12.02494 8725.9 12463.6 2.45425 0.54206 
0.74562 1.95600 0.66504 2.12173 2.45906 12.01344 8740.3 12484.2 2.45359 0.54205 
0.74577 1.96400 0.67069 2.12320 2.46118 12.00199 8754.7 12504.7 2.45288 0.54203 
0.74592 1.97200 0.67636 2.12464 2.46326 11.99059 8768.9 12525.1 2.45214 0.54201 
0.74606 1.98000 0.68204 2.12605 2.46530 11.97924 8783.1 12545.4 2.45135 0.54199 
0.74621 1.98800 0.68775 2.12744 2.46730 11.96794 8797.3 12565.6 2.45053 0.54198 
0.74635 1.99600 0.69347 2.12879 2.46927 11.95670 8811.3 12585.7 2.44967 0.54196 
0.74649 2.00400 0.69921 2.13009 2.47115 11.94542 8825.3 12605.8 2.44873 0.54195 
0.74663 2.01200 0.70497 2.13140 2.47304 11.93427 8839.2 12625.7 2.44779 0.54193 
0.74678 2.02000 0.71074 2.13268 2.47489 11.92317 8853.0 12645.5 2.44683 0.54192 
0.74692 2.02800 0.71653 2.13393 2.47671 11.91211 8866.8 12665.2 2.44582 0.54190 
0.74706 2.03600 0.72234 2.13516 2.47849 11.90111 8880.5 12684.8 2.44479 0.54188 
0.74720 2.04400 0.72817 2.13636 2.48024 11.89015 8894.1 12704.3 2.44372 0.54187 
0.74734 2.05200 0.73401 2.13754 2.48195 11.87923 8907.6 12723.7 2.44261 0.54185 
0.74748 2.06000 0.73987 2.13869 2.48363 11.86837 8921.1 12743.0 2.44148 0.54183 
0.74762 2.06800 0.74574 2.13982 2.48528 11.85756 8934.5 12762.3 2.44032 0.54181 
0.74776 2.07600 0.75164 2.14093 2.48690 11.84680 8947.9 12781.4 2.43912 0.54180 
0.74789 2.08400 0.75755 2.14202 2.48848 11.83609 8961.2 12800.4 2.43790 0.54178 
0.74803 2.09200 0.76347 2.14308 2.49003 11.82543 8974.4 12819.4 2.43664 0.54176 
0.74816 2.10000 0.76941 2.14412 2.49155 11.81481 8987.6 12838.2 2.43536 0.54175 
0.74830 2.10800 0.77537 2.14514 2.49304 11.80424 9000.7 12857.0 2.43406 0.54173 
0.74843 2.11600 0.78135 2.14614 2.49450 11.79371 9013.7 12875.7 2.43273 0.54171 
0.74857 2.12400 0.78734 2.14711 2.49593 11.78324 9026.7 12894.2 2.43137 0.54170 
0.74870 2.13200 0.79335 2.14807 2.49733 11.77281 9039.6 12912.7 2.42998 0.54168 
0.74883 2.14000 0.79937 2.14900 2.49870 11.76243 9052.5 12931.2 2.42858 0.54167 
0.74897 2.14800 0.80541 2.14992 2.50005 11.75209 9065.2 12949.5 2.42714 0.54165 
0.74910 2.15600 0.81147 2.15081 2.50136 11.74180 9078.0 12967.7 2.42569 0.54163 
0.74923 2.16400 0.81754 2.15169 2.50264 11.73156 9090.6 12985.9 2.42421 0.54162 
0.74936 2.17200 0.82363 2.15254 2.50390 11.72136 9103.3 13003.9 2.42270 0.54160 
0.74949 2.18000 0.82973 2.15338 2.50513 11.71121 9115.8 13021.9 2.42118 0.54159 
0.74962 2.18800 0.83585 2.15420 2.50633 11.70110 9128.3 13039.8 2.41963 0.54157 
0.74975 2.19600 0.84199 2.15500 2.50751 11.69104 9140.7 13057.6 2.41806 0.54155 
0.74987 2.20400 0.84814 2.15578 2.50866 11.68102 9153.1 13075.4 2.41647 0.54154 
0.75000 2.21200 0.85431 2.15635 2.50952 11.67056 9165.5 13093.6 2.41462 0.54157 
0.75012 2.22000 0.86049 2.15710 2.51062 11.66064 9177.8 13111.2 2.41299 0.54155 
0.75025 2.22800 0.86669 2.15783 2.51170 11.65075 9190.0 13128.7 2.41135 0.54154 
0.75037 2.23600 0.87290 2.15857 2.51280 11.64099 9202.2 13146.0 2.40973 0.54152 
0.75050 2.24400 0.87913 2.15927 2.51383 11.63119 9214.4 13163.3 2.40805 0.54151 
0.75062 2.25200 0.88537 2.15995 2.51484 11.62144 9226.4 13180.6 2.40636 0.54150 
0.75074 2.26000 0.89163 2.16061 2.51582 11.61173 9238.5 13197.7 2.40465 0.54148 
0.75086 2.26800 0.89791 2.16126 2.51678 11.60205 9250.5 13214.9 2.40292 0.54147 
0.75098 2.27600 0.90420 2.16189 2.51772 11.59243 9262.4 13231.9 2.40118 0.54146 
0.75110 2.28400 0.91050 2.16251 2.51864 11.58284 9274.3 13248.8 2.39941 0.54145 
0.75122 2.29200 0.91682 2.16311 2.51954 11.57329 9286.1 13265.7 2.39764 0.54144 
0.75134 2.30000 0.92315 2.16369 2.52041 11.56379 9297.9 13282.5 2.39584 0.54142 
0.75146 2.30800 0.92950 2.16426 2.52126 11.55433 9309.6 13299.2 2.39404 0.54141 
0.75158 2.31600 0.93587 2.16482 2.52209 11.54491 9321.3 13315.9 2.39221 0.54140 
0.75169 2.32400 0.94225 2.16536 2.52289 11.53552 9332.9 13332.5 2.39037 0.54139 
0.75181 2.33200 0.94864 2.16588 2.52367 11.52618 9344.4 13349.0 2.38851 0.54137 
0.75193 2.34000 0.95505 2.16639 2.52444 11.51689 9355.9 13365.4 2.38664 0.54136 
0.75204 2.34800 0.96147 2.16689 2.52518 11.50763 9367.4 13381.8 2.38476 0.54135 
0.75216 2.35600 0.96790 2.16737 2.52590 11.49842 9378.8 13398.0 2.38287 0.54134 
0.75227 2.36400 0.97435 2.16784 2.52660 11.48925 9390.1 13414.2 2.38096 0.54132 
0.75239 2.37200 0.98082 2.16829 2.52728 11.48012 9401.4 13430.4 2.37904 0.54131 
0.75250 2.38000 0.98730 2.16874 2.52794 11.47103 9412.7 13446.4 2.37711 0.54130 
0.75261 2.38800 0.99379 2.16916 2.52858 11.46198 9423.8 13462.4 2.37517 0.54128 
0.75273 2.39600 1.00030 2.16958 2.52920 11.45296 9435.0 13478.4 2.37321 0.54127 
0.75284 2.40400 1.00682 2.16998 2.52981 11.44399 9446.1 13494.2 2.37125 0.54126 
0.75295 2.41200 1.01335 2.17037 2.53039 11.43506 9457.1 13510.0 2.36927 0.54124 
0.75306 2.42000 1.01990 2.17075 2.53096 11.42616 9468.1 13525.7 2.36729 0.54123 
0.75317 2.42800 1.02647 2.17111 2.53151 11.41730 9479.1 13541.4 2.36529 0.54122 
0.75328 2.43600 1.03304 2.17147 2.53204 11.40848 9490.0 13557.0 2.36329 0.54120 
0.75339 2.44400 1.03963 2.17181 2.53256 11.39970 9500.8 13572.5 2.36128 0.54119 
0.75350 2.45200 1.04623 2.17214 2.53306 11.39096 9511.6 13587.9 2.35925 0.54118 
0.75361 2.46000 1.05285 2.17246 2.53354 11.38226 9522.4 13603.3 2.35722 0.54116 
0.75371 2.46800 1.05948 2.17277 2.53400 11.37359 9533.1 13618.6 2.35518 0.54115 
0.75382 2.47600 1.06613 2.17307 2.53445 11.36495 9543.8 13633.9 2.35313 0.54114 
0.75393 2.48400 1.07278 2.17335 2.53489 11.35636 9554.4 13649.1 2.35108 0.54113 
0.75403 2.49200 1.07945 2.17363 2.53530 11.34780 9565.0 13664.2 2.34901 0.54111 
0.75414 2.50000 1.08614 2.17389 2.53571 11.33928 9575.5 13679.3 2.34694 0.54110 
0.75424 2.50800 1.09283 2.17415 2.53609 11.33079 9586.0 13694.3 2.34486 0.54109 
0.75435 2.51600 1.09955 2.17439 2.53646 11.32234 9596.5 13709.2 2.34278 0.54107 
0.75445 2.52400 1.10627 2.17463 2.53682 11.31393 9606.9 13724.1 2.34068 0.54106 
0.75456 2.53200 1.11301 2.17485 2.53716 11.30554 9617.2 13738.9 2.33858 0.54104 
0.75466 2.54000 1.11976 2.17506 2.53749 11.29720 9627.6 13753.7 2.33647 0.54103 
0.75476 2.54800 1.12652 2.17527 2.53780 11.28890 9637.8 13768.4 2.33436 0.54102 
0.75486 2.55600 1.13329 2.17546 2.53809 11.28063 9648.1 13783.0 2.33223 0.54100 
0.75496 2.56400 1.14008 2.17564 2.53838 11.27239 9658.3 13797.6 2.33011 0.54099 
0.75507 2.57200 1.14688 2.17582 2.53864 11.26420 9668.4 13812.1 2.32798 0.54097 
0.75517 2.58000 1.15370 2.17598 2.53890 11.25603 9678.5 13826.5 2.32584 0.54096 
0.75527 2.58800 1.16052 2.17614 2.53913 11.24790 9688.6 13840.9 2.32369 0.54094 
0.75536 2.59600 1.16736 2.17629 2.53936 11.23982 9698.6 13855.2 2.32155 0.54093 
0.75546 2.60400 1.17422 2.17643 2.53957 11.23176 9708.6 13869.5 2.31940 0.54092 
0.75556 2.61200 1.18108 2.17656 2.53977 11.22373 9718.5 13883.7 2.31724 0.54090 
0.75566 2.62000 1.18796 2.17668 2.53995 11.21574 9728.4 13897.8 2.31508 0.54089 
0.75576 2.62800 1.19485 2.17679 2.54013 11.20778 9738.2 13911.9 2.31291 0.54087 
0.75585 2.63600 1.20175 2.17689 2.54029 11.19985 9748.1 13926.0 2.31074 0.54086 
0.75595 2.64400 1.20866 2.17699 2.54044 11.19196 9757.8 13939.9 2.30857 0.54084 
0.75605 2.65200 1.21559 2.17708 2.54057 11.18410 9767.6 13953.9 2.30639 0.54083 
0.75614 2.66000 1.22253 2.17716 2.54070 11.17627 9777.2 13967.7 2.30421 0.54081 
0.75624 2.66800 1.22948 2.17723 2.54081 11.16848 9786.9 13981.5 2.30202 0.54080 
0.75633 2.67600 1.23644 2.17729 2.54091 11.16071 9796.5 13995.3 2.29983 0.54078 
