ratio e_15 p_15 M M_0 r_star spin Omega_K I J/M^2 
0.56521 2.13600 0.79636 2.29234 2.66025 13.71497 10593.8 10594.1 2.88066 0.66081 
0.56527 2.14400 0.80239 2.29322 2.66152 13.70185 10610.0 10610.2 2.87859 0.66083 
0.56532 2.15200 0.80844 2.29408 2.66276 13.68883 10626.0 10626.2 2.87649 0.66085 
0.56538 2.16000 0.81450 2.29492 2.66397 13.67583 10642.0 10642.2 2.87436 0.66087 
0.56543 2.16800 0.82058 2.29573 2.66515 13.66290 10657.9 10658.1 2.87221 0.66090 
0.56549 2.17600 0.82668 2.29653 2.66630 13.65003 10673.8 10673.9 2.87004 0.66092 
0.56554 2.18400 0.83279 2.29731 2.66742 13.63721 10689.5 10689.7 2.86783 0.66094 
0.56560 2.19200 0.83892 2.29806 2.66851 13.62446 10705.2 10705.4 2.86561 0.66096 
0.56565 2.20000 0.84506 2.29880 2.66958 13.61177 10720.8 10721.0 2.86336 0.66098 
0.56571 2.20800 0.85122 2.29952 2.67062 13.59914 10736.4 10736.5 2.86108 0.66100 
0.56576 2.21600 0.85740 2.30022 2.67163 13.58657 10751.8 10752.0 2.85879 0.66102 
0.56582 2.22400 0.86359 2.30090 2.67262 13.57406 10767.2 10767.4 2.85648 0.66104 
0.56587 2.23200 0.86979 2.30156 2.67358 13.56161 10782.6 10782.7 2.85414 0.66106 
0.56593 2.24000 0.87601 2.30220 2.67451 13.54922 10797.8 10798.0 2.85178 0.66108 
0.56598 2.24800 0.88225 2.30283 2.67542 13.53689 10813.0 10813.1 2.84940 0.66109 
0.56604 2.25600 0.88850 2.30344 2.67631 13.52461 10828.1 10828.2 2.84700 0.66111 
0.56609 2.26400 0.89477 2.30403 2.67717 13.51240 10843.2 10843.3 2.84459 0.66113 
0.56615 2.27200 0.90105 2.30461 2.67800 13.50024 10858.2 10858.3 2.84215 0.66115 
0.56620 2.28000 0.90735 2.30516 2.67881 13.48814 10873.1 10873.2 2.83970 0.66116 
0.56626 2.28800 0.91366 2.30571 2.67960 13.47611 10887.9 10888.0 2.83722 0.66118 
0.56631 2.29600 0.91999 2.30623 2.68036 13.46413 10902.7 10902.8 2.83474 0.66119 
0.56636 2.30400 0.92633 2.30674 2.68111 13.45220 10917.4 10917.5 2.83223 0.66121 
0.56642 2.31200 0.93268 2.30723 2.68182 13.44034 10932.1 10932.1 2.82971 0.66123 
0.56647 2.32000 0.93905 2.30771 2.68252 13.42853 10946.7 10946.7 2.82717 0.66124 
0.56653 2.32800 0.94544 2.30817 2.68319 13.41677 10961.2 10961.2 2.82461 0.66125 
0.56658 2.33600 0.95184 2.30862 2.68384 13.40507 10975.7 10975.6 2.82204 0.66127 
0.56663 2.34400 0.95825 2.30905 2.68447 13.39343 10990.0 10990.0 2.81946 0.66128 
0.56669 2.35200 0.96468 2.30947 2.68508 13.38184 11004.4 11004.3 2.81686 0.66129 
0.56674 2.36000 0.97113 2.30987 2.68567 13.37030 11018.6 11018.5 2.81425 0.66131 
